Fund_Name,CIK,Series_CIK
BBH Select Series - Large Cap Fund,0001342947,S000066478
Avantis US Equity Fund,,
Dimensional 2065 Target Date Retirement Income Fund,0000355437,S000067428
Columbia Overseas SMA Completion Portfolio,0000773757,S000066407
Fidelity Enduring Opportunities Fund,0000744822,S000066806
Kennedy Capital ESG SMID Cap Fund,0001587982,S000063803
PIMCO REALPATH Blend 2060 Fund,0001479360,S000067033
T. Rowe Price China Evolution Equity Fund,0000313212,S000066812
Segall Bryant & Hamill Small Cap Core Fund,,
Q3 All-Season Tactical Fund,0001545440,S000067445
Fisher Invts. Instl. Group ESG Stock Fund for Retirement Plans,,
Fisher Invt. Institutional Grp. Stock Fd. for Retirement Plans,,
Sprott Gold Equity Fund,0001728683,S000067147
Nationwide Destination 2065 Fund,0001048702,S000067490
Guardian Fundamental Global Equity Fund,0001587551,S000067477
Morgan Stanley Instl. Fund - Developing Opportunity Portfolio,,
ICON Equity Fund,0000836267,S000005061
ICON Consumer Select Fund,0000836267,S000008832
ICON Health & Information Technology Fund,,
Ashmore Emerging Markets Equity ESG Fund,0001498498,S000067834
Fidelity Health Savings Index Fund,0000354046,S000067947
Fidelity Health Savings Fund,0000354046,S000067946
Artisan Select Equity Fund,0000935015,S000067908
Lyrical International Value Equity Fund,0001545440,S000068142
Fidelity Advisor 529 Portfolio 2039,,
State Street Target Retirement 2065 Fund,0001107414,S000067360
TFA Quantitative Fund,0001843263,S000068064
North Square Advisory Research Small Cap Value Fund,0001750821,S000067944
Morgan Stanley Instl. Fund - Permanence Portfolio,,
Thrivent Mid Cap Value Fund,0000790166,S000079755
WCM China Quality Growth Fund,0000933691,S000068293
Hartford Schroders China A Fund,0000049905,S000068240
Domini Sustainable Solutions Fund,0000851680,S000067792
Fidelity Agricultural Productivity Fund,0000225322,S000067930
NYLI CBRE Global Infrastructure Fund,0001469192,S000067318
MainStay CBRE Real Estate Fund,,
American Funds 2065 Target Date Retirement Fund,0001380175,S000067479
Fidelity Water Sustainability Fund,0000225322,S000067937
Lazard EAFE Small Cap Equity Advantage CIT,,
Jensen Global Quality Growth Fund,0001141819,S000067414
WTCIT flexFIT Conservative 2055 Fund,,
Blueprint Adaptive Growth Allocation Fund,0001545440,S000068289
Wilmington Trust CIT - Select Blue Chip Growth,,
Matthews Emerging Markets Equity Fund,0000923184,S000068521
Great Gray CIT - Franklin DynaTech GG Trust CIT,,
Franklin Growth GG Trust CIT,,
WTCIT AB US Large Cap Growth CIT (W Series),,
Voya Target Retirement 2065 Fund,0001392116,S000068488
Ave Maria Focused Fund,0000891160,S000068495
Wilmington Trust CIT - ClearBridge Small Cap Growth CIT,,
Wilmington Trust CIT - ClearBridge Mid Cap CIT,,
PFG Fidelity Institutional AM Equity Sector Strategy Fund,0001314414,S000068361
PFG Tactical Income Strategy Fund,0001314414,S000068362
SGI Peak Growth Fund,0000831114,S000068715
SGI Prudent Growth Fund,0000831114,S000068716
PFG American Funds Conservative Income Strategy Fund,0001314414,S000068357
PFG American Funds Growth Strategy Fund,0001314414,S000068358
PFG BR Equity ESG Strategy Fund,,
PFG Fidelity Institutional AM Equity Index Strategy Fund,0001314414,S000068360
AQR Diversifying Strategies Fund,0001444822,S000068650
GMO Quality Cyclicals Fund,0000772129,S000068925
Franklin US Core Equity (IU) Fund,,
Conquer Risk Defensive Bull Fund,,
Conquer Risk Managed Volatility Fund,,
Conquer Risk Tactical Opportunities Fund,,
Conquer Risk Tactical Rotation Fund,,
Driehaus Small/Mid Cap Growth Fund,,
NYLI Conservative ETF Allocation Fund,0001469192,S000068835
Federated Hermes U.S. SMID Fund,0001707560,S000068640
Goldman Sachs Clean Energy Income Fund,0000822977,S000068536
Fidelity SAI Emerging Markets Value Index Fund,0000035315,S000068373
One Rock Fund,0001368578,S000067573
MFS International Large Cap Value Fund,0000783740,S000068882
WCM Focused International Value Fund,,
Janus Henderson Global Sustainable Equity Fund,0000277751,S000068819
Eventide Exponential Technologies Fund,0001355064,S000068813
ICON Utilities & Income Fund,,
T Rowe Price Retirement 2065 Fund,0001177017,S000079615
Fidelity Series Overseas Fund,0000744822,S000065700
BlackRock Retirement Income 2030 Fund,0001398078,S000069110
Ecofin Global Renewables Infrastructure Fund,0001511699,S000087882
BlackRock LifePath ESG Index 2040 Fund,0000893818,S000069127
iMGP SBH Focused Small Value Fund,,
BlackRock LifePath ESG Index 2065 Fund,0000893818,S000069123
ALPS/Smith Balanced Opportunity Fund,,
Oklahoma Dream 529 Strategic Dividend & Income Portfolio,,
OklahomaDream 529 Equity Growth Portfolio,,
OklahomaDream 529 Stock Selector Mid Cap Portfolio,,
American Century One Choice 2065 Portfolio,0001293210,S000069540
Evolutionary Tree Innovators Fund,0001545440,S000069399
Nuveen Lifecycle 2065 Fund,0001084380,S000069450
Nuveen Lifecycle Index 2065 Fund,0001084380,S000069451
WTCIT MyWayRetirement Index Retirement Fund,,
WTCIT MyWayRetirement Index 2030 Fund,,
WTCIT MyWayRetirement Index 2035 Fund,,
WTCIT MyWayRetirement Index 2040 Fund,,
Invesco NASDAQ 100 Index Fund,0001112996,S000069698
Thrivent Mid Cap Growth Fund,0000790166,S000001342
WTCIT MyWayRetirement Index 2045 Fund,,
WTCIT MyWayRetirement Index 2050 Fund,,
WTCIT MyWayRetirement Index 2055 Fund,,
WTCIT MyWayRetirement Index 2060 Fund,,
T Rowe Price Target 2065 Fund,0001177017,S000068999
Kensington Dynamic Growth Fund,0001511699,S000069713
Matisse Discounted Bond CEF Strategy,0001464413,S000061872
North Square Altrinsic International Equity Fund,0001750821,S000069691
Fidelity SAI International Momentum Index,0000035315,S000068374
Fidelity SAI International Quality Index Fund,0000035315,S000068375
Oklahma Dream 529 Strategic Income Portfolio,,
OklahomaDream 529 Total Bond Portfolio,,
OklahomaDream 529 Equity Income Portfolio,,
First Sentier American Listed Infrastructure Fund,0001027596,S000069943
Virtus KAR Small-Mid Cap Growth Fund,0000034273,S000070232
Harding Loevner Chinese Equity Portfolio,0001018170,S000070285
BlackRock Defensive Advantage Emerging Markets Fund,0000844779,S000070274
Loomis Sayles International Growth Fund,0000872649,S000070337
Mutual of America Invt. Corp. - 2065 Retirement Fund,,
Lazard US Sustainable Equity Portfolio,0001033669,S000068926
Putnam RetirementReady 2065 Fund,,
Polen Emerging Markets Growth Fund,0001388485,S000075086
Nationwide GQG US Quality Equity Fund,0001048702,S000070550
BlackRock LifePath ESG Index 2050 Fund,0000893818,S000069129
BlackRock LifePath ESG Index 2035 Fund,0000893818,S000069126
BlackRock LifePath ESG Index 2060 Fund,0000893818,S000069131
BlackRock LifePath ESG Index 2045 Fund,0000893818,S000069128
VALIC Company I - Small Cap Growth Fund,,
CCT THEMATIC EQUITY FUND,0001593547,S000069656
Neiman Funds - Advisors Capital Tactical Fixed Income Fund,0001215880,S000070470
Neiman Funds - Advisors Capital Total Return - Equity Fund,0001215880,S000070471
Neiman Funds - Advisors Capital Small/Mid Cap Fund,,
Franklin LifeSmart 2060 Retirement Target Fund,0001022804,S000070651
Federated Hermes Conservative Microshort Fund,0001707560,S000070656
JPMorgan Hedged Equity 2 Fund,0001659326,S000070948
JPMorgan Hedged Equity 3 Fund,0001659326,S000070949
US Sustainability Targeted Value Portfolio,,
GMO Usonian Japan Value Creation Fund,0000772129,S000069850
MainStay Equity ETF Allocation Fund,,
NYLI Growth ETF Allocation Fund,0001469192,S000068839
MainStay Moderate ETF Allocation Fund,,
AB US Small & Mid Cap Value CIT,,
Voya Index Solution 2065 Portfolio,0001039001,S000068486
Diamond Hill Large Cap Concentrated Fund,0001048702,S000071665
Mutual of America Invt. Corp. - Catholic Values Index Fund,,
OklahomaDream 529 Aggressive Growth Portfolio,,
OklahomaDream 529 Asset Manager 60% Portfolio,,
OklahomaDream 529 College Portfolio,,
OklahomaDream 529 Diversified International Portfolio,,
OklahomaDream 529 Dividend Growth Portfolio,,
OklahomaDream 529 Growth Opportunities Portfolio,,
OklahomaDream 529 High Income Portfolio,,
OklahomaDream 529 Inflation Protected Bond Portfolio,,
OklahomaDream 529 Limited Term Bond Portfolio,,
OklahomaDream 529 Moderate Growth Portfolio,,
OklahomaDream 529 New Insights Portfolio,,
OklahomaDream 529 Portfolio 2025,,
OklahomaDream 529 Portfolio 2028,,
OklahomaDream 529 Portfolio 2031,,
OklahomaDream 529 Portfolio 2034,,
OklahomaDream 529 Portfolio 2037,,
OklahomaDream 529 Portfolio 2039,,
OklahomaDream 529 Small Cap Portfolio,,
OklahomaDream 529 Value Strategies Portfolio,,
Neuberger Berman US Equity Impact Fund,,
American Century Investments One Choice Blend+ 2040 Portfolio,,
American Century One Choice Blend+ 2050 Portfolio,0001293210,S000071102
One Choice Blend+ 2065,0001293210,S000071095
American Century Investments One Choice Blend+ 2045 Portfolio,,
American Century Investments One Choice Blend+ 2030 Portfolio,,
One Choice Blend+ 2020 Portfolio,0001293210,S000071096
T. Rowe Price - Global Impact Equity Fund,0000313212,S000070716
Franklin Emerging Market Core Equity (IU) Fund,0001022804,S000066091
Franklin International Core Equity (IU) Fund,0001022804,S000066092
Hotchkis & Wiley Intl. Small Cap Diversified Value Fd.,,
Domini International Opportunities Fund,0000851680,S000069966
Fisher Investments Inst. Group U.S. Small Cap Equity Fd.,,
BlackRock LifePath ESG Index 2030 Fund,0000893818,S000069125
Victory Pioneer Global Growth Fund,0002042316,S000089822
Victory Pioneer Global Value Fund,0002042316,S000089823
Victory Pioneer Intrinsic Value Fund,0002042316,S000089758
Legg Mason Total Advantage 2020 Fund,,
Legg Mason Total Advantage 2060 Fund,,
Legg Mason Total Advantage 2025 Fund,,
Touchstone Dividend Equity Fund,0000914243,S000071601
Waycross Focused Core Equity Fund,0001815558,S000069480
Mondrian Global Equity Value Fund,0001651872,S000068924
VELA International Fund,0001815493,S000069562
VELA Large Cap Plus Fund,0001815493,S000069563
VELA Small Cap Fund,0001815493,S000069564
Parvin Hedged Equity Solari World Fund,0001368578,S000070562
BlackRock Retirement Income 2040 Fund,0001398078,S000069111
Schwab Target 2065 Fund,0000904333,S000071107
Fisher Invts. Instl. US Large Cap Eq. Envrnmtl. & Scl Vls. Fd.,,
BBH Select Series - Mid Cap Fund,0001342947,S000071946
Ocean Park Tactical Risk Spectrum 50 Fund,0001314414,S000071867
Morgan Stanley Institutional Fund - Dynamic Value Portfolio,0000741375,S000071262
Voya Solution 2065 Portfolio,0001039001,S000068486
Fidelity Advisor Climate Action Fund,0000225322,S000072128
Fidelity Advisor Sustainability U.S. Equity Fund,,
Arga International Value Fund,0001593547,S000071563
BlackRock Sustainable Advantage International Equity Fund,0000844779,S000069107
Modern Capital Tactical Income Fund,0001815608,S000069477
Legg Mason Total Advantage Retirement Fund,,
VY JPMorgan Small Cap Core Equity Option,,
BlackRock LifePath ESG Index 2055 Fund,0000893818,S000069130
Channing Intrinsic Value Small-Cap Fund,0001437249,S000071821
First Eagle Small Cap Opportunity Fund,0000906352,S000072438
VALIC Company I - US Socially Responsible Fund,,
VALIC Company I - Small Cap Value Fund,,
BlackRock Sustainable Advantage Emerging Markets Equity Fund,0000844779,S000069108
VALIC Company I - Aggressive Growth Lifestyle Fund,,
VALIC Company I - Moderate Growth Lifestyle Fund,,
AB US Small & Mid Cap Growth CIT (W Series),,
Fidelity SAI International Small Cap Index Fund,0000819118,S000071895
Fidelity SAI Japan Stock Index Fund,0000819118,S000071896
GMO Emerging Markets Ex-China Fund,0000772129,S000072426
Conestoga Mid Cap Fund,0001175813,S000071969
Wasatch Long/Short Alpha Fund,,
William Blair China Growth Fund,0000822632,S000072753
JOHCM Global Select Fund,0001830437,S000070684
Sprucegrove International Equity Fund,0000890540,S000071199
Legg Mason Total Advantage 2040 Fund,,
One Choice Blend+ 2055 Portfolio,0001293210,S000071103
Strategic Advisers Municipal Bond Fund,0001364924,S000072234
PGIM Jennison International Small-Mid Cap Opportunities Fund,0001051562,S000073504
ARGA Emerging Markets Value Fund,0001593547,S000071562
WTCIT RPAG Exclusive CIT  Cash Balance CIT,,
Lazard US Systematic Small Cap Equity Portfolio,0001033669,S000074073
Virtus KAR Developing Markets,0001005020,S000072168
Boston Common ESG Impact Emerging Markets Fund,0000811030,S000070633
MFS Lifetime 2065 Fund,0001330967,S000072833
Catholic Responsible Investments Magnus 45/55 Fund,,
Catholic Responsible Investments International Equity Fund,0001872555,S000073787
Catholic Responsible Investments Magnus 60/40 Alpha Plus Fund,,
Catholic Responsible Investments Magnus 60/40 Beta Plus Fund,,
Catholic Responsible Investments Magnus 75/25 Fund,,
AQR Sustainable Long-Short Equity Carbon Aware Fund,,
Westwood Quality All Cap Fund,,
Brookfield Invt. Funds - Oaktree Emerging Markets Equity Fund,,
Columbia Integrated Large Cap Value Fund,0001352280,S000074121
Great Gray CIT - MyCompass American Funds 2025 Fund,,
TSW Emerging Markets Fund,0001830437,S000074041
Vanguard Advice Select International Growth Fund,0001004655,S000074280
TSW Large Cap Value Fund,0001830437,S000074043
American Century Small Cap Dividend Fund,0000908186,S000075489
"Steward Funds , Inc. - Equity Market Neutral",0000092500,S000074384
Fidelity Aggressive Growth Allocation Fund,,
Fidelity Sustainable International Equity Fund,0000744822,S000075896
Fidelity Moderate with Income Allocation Fund,,
Barrow Hanley Concentrated Emerging Markets ESG Opps. Fund,,
Bridge Builder Tax Managed Small/Mid Cap Fund,,
Fidelity Advisor Risk Parity Fund,0001898391,S000075414
John Hancock Fundamental Equity Income Fund,0000022370,S000076681
CIT Callan International Equity Fund,,
HCM Dynamic Income Fund,0001537140,S000076537
JPMorgan SmartRetirement 2065 Fund,0001659326,S000077902
RBC International Equity Fund,0001272950,S000079192
Third Avenue International Real Estate Value Fund,0001396092,S000071301
SEGALL BRYANT & HAMILL TRUST - Barrett Growth Fund,,
Legg Mason Total Advantage 2035 Fund,,
Legg Mason Total Advantage 2050 Fund,,
Legg Mason Total Advantage 2045 Fund,,
Legg Mason Total Advantage 2055 Fund,,
Legg Mason Total Advantage 2030 Fund,,
Kennedy Capital Small Cap Growth Fund,0001587982,S000076117
RBC International Small Cap Equity Fund,0001272950,S000079193
Causeway International Value Equity CIT,,
Franklin Small-Mid Cap Growth GG Trust CIT,,
MFS Emerging Markets Equity Research Fund,0000318874,S000050655
Cavanal Hill Hedged Income Fund,0000864508,S000070405
WCM Focused International Opportunities Fund,0001318342,S000071190
American Funds College 2039 Fund,0001547011,S000070453
Wilmington Trust CIT - Putnam Large Cap Value Trust II,,
Hotchkis & Wiley Small Cap Diversified Value CIT,,
One Choice Blend 2035 Portfolio,0001293210,S000071099
One Choice Blend 2060 Portfolio,0001293210,S000071094
American Century Investments One Choice Blend 2025 Portfolio,,
RBC Global Equity Leaders Fund,0001272950,S000074755
CHET Advisor 529 asset Manager 60 Portfolio,,
CHET Advisor 529 Strategic Dividend & Income Portfolio,,
Polen US SMID Company Growth Fund,,
Quantified Rising Dividend Tactical Fund,0001556505,S000071458
State Street U.S. Core Equity Fund,0001107414,S000001634
Dodge & Cox Emerging Markets Stock Fund,,
Schwab Target 2065 Index Fund,0000904333,S000071108
GQG Partners US Quality Value Fund,0001593547,S000072429
Lord Abbett International Growth Fund,0001139819,S000072312
Ocean Park Tactical Risk Spectrum 30 Fund,0001314414,S000071866
GQG Partners Global Quality Value Fund,0001593547,S000072427
Federated Hermes MDT Market Neutral Fund,0001707560,S000072284
Janus Henderson Small Cap Growth Alpha Collective Fund,,
GQG Partners International Quality Value Fund,0001593547,S000072428
Pzena International Value Fund,0001027596,S000062254
John Hancock Global Environmental Opportunities Fund,0000022370,S000072387
BlackRock SMID-Cap Growth Equity Fund,0000844779,S000072352
Rockefeller Climate Solutions Fund,0001141819,S000072137
T Rowe Price Retirement Blend 2005,0001177017,S000069897
T. Rowe Price Retirement Blend 2050 Fund,0001177017,S000069898
T. Rowe Price Retirement Blend 2010 Fund,0001177017,S000069902
T. Rowe Price Retirement Blend 2040 Fund,0001177017,S000069908
T. Rowe Price Retirement Blend 2045 Fund,0001177017,S000069909
T. Rowe Price Retirement Blend 2025 Fund,0001177017,S000069905
T. Rowe Price Retirement Blend 2020 Fund,0001177017,S000069904
T Rowe Price Retirement Blend 2015 Fund,0001177017,S000069903
T RowePrice Retirement Blend 2065 Fund,,
T Rowe Price Retirement Blend 2030 Fund,0001177017,S000069906
